text,sentiment,film_id
kladem bylo několik vtipných gagů nebo spíš vět asi třikrát jsem se zasmál jinak jsem spíš sledoval tu nastupující generaci herců kteří se uvolili v tom zahrát nejlepší vlastně nejméně špatný dojem jsem měl z prostřední povídky třebaže prostředí komunálu poctivého pracovníka který však není schopen zvednout ze židlí líné montéry bylo takové nijaké a nadbytečně zobrazované povídka o galileovi ač měla mít nosnou myšlenku že pravda nikdy nevítězí byla nejslabší letuška ve své obvyklé roli erotomanky svádějící marka brodského mě nemohla nezaujmout vymyslet travaj která jezdí bez proudu a po kolejích je taky potrhlý nápad ovšem kostelka byl opět roztomilý a cucák dejdar coby poštovní lupič jedna poznámka je ale skutečně záhadná josef langmiller v ředitelské kanceláři letiště pronese větu tady není bermudsko tady je česko v době kdy jsme měli socialistickou čcsr a o slově česko se vůbec nevědělo že by skutečně časoprostor zafungoval,negative,5346
málo se to ví možná ze zde přítomných nikdo že právě v roce tedy v době vzniku filmu byly konečně ukončeny mnohadesetileté tahanice s polskem o území nejen těšínska kde se i válčilo z toho titulu se nemohu obránit pocitu že tento jásavý film vznikl na přímou objednávku ústředních orgánů obou zemí v rámci vzniku česko polského přátelství tím pádem se nešetřilo na tehdy jistě velmi drahém barevném materiálu málo platno do polska se až do převratu v roce stejně nesmělo volně jezdit pouze organizované zájezdy a nebo na notářsky potvrzené pozvání z druhé strany,negative,6264
steven spielberg opět natočil vynikající film třepající se kamera dodávala domnění že bojištěm opravdu procházíme což je velké plus film který věrohodně ukazuje hrůzy války a který s vámi otřese a donutí vás k zamyšlení,positive,8652
mám rád tvorbu petera weira což nic nemění na tom že společnost mrtvých básníků prostě nedokážu neumím ocenit neobyčejně vypjaté herectví hochů mi zejména v samotném závěru způsobovalo křeče od smíchu a je mi fuk nakolik je takové tvrzení hloupé a povrchní netoužím se bavit u vážně míněných scén pokud je netočí asylum a spol a netoužím se ošívat u příběhových linek kterak hoši bojují za divadlo a po nocích si čtou básničky v jeskyni navzdory krásné myšlence milerád vytknu i předvídatelnost naivitu a prapodivné útoky na emoce totálně mimo mě tahle společnost,negative,9558
potěšitelný nášup k rivalům kteří ale měli zajímavější postavy i jejich vztah i když se tady bale převtělil do milese stejně jako v rivalech br hl do podobného laudy br hlův lauda mě bavil víc stejně jako mě víc bavil hemsworthův hunt zatímco damonův shelby je nevýraznou postavou vztah shelbyho a milese je navíc bezproblémový oba kopou za stejný tým a mají se rádi zatímco vztah laudy a hunta definovalo jejich soupeření a rozdílný pohled na závodění i na život a i děj byl u rivalů pohrocenější laudova nehoda le mans dokáže vtáhnout napnout rozesmát i dojmout ale rivalové to bohužel zvládli dřív a líp,positive,332773
vzhledem k tomu jaké filmy se v letech točily je tenhle koukatelný i dnes pro nás později narozené jsou zajímavé i reálie které dnes už jinde nelze vidět,positive,7401
parádní leporelo situací které pohly světem a které způsobil retard myšlenka i provedení filmu jsou někde na hranici geniality a výborného vtipu ponaučení revoluci může spustit i chyba debila ať už hejbem světem nebo ne stejně nás často ovládá jediná baba život je jako bonboniera je skvělej ale na raka někdo umře když už nevíš kudy kam stejně utíkej páč i pád na držku je pohyb vpřed komediální retrospektiva druhé poloviny dvacátého století v usa nabízí kromě zábavného příběhu fantastickou formální stránku která skvěle vypadá a dobovou atmosféru umocňuje neméně skvěle sestaveným písničkovým soundtrackem poněkud výsměšný podtext je završen trikově pozměněnými dobovými záběry jejichž provedení gumpovi po zásluze ulovilo oscara,positive,10135
mlčení jehňátek je jedním z nejlepších thrillerů vůbec hlavní zásluhu na tom má samozřejmě výbornej scénář a režisér jonnthan demme ale to co tam předvádí anthony hopkins a jodie foster posouvá tenhle film ještě někam úplně jinam postava hannibala lectra se díky hopkinsovi stala skoro kultovní a pro jodie foster byla tohle její zatim životní role škoda že se nepodařilo žádnýmu pokračování navázat na kvalitu prvního dílu,positive,2356
moc není vždycky pravda a pravda není vždycky moc moc toho nevím aaaa tenhle film jsem opravdu celý probrečela smíchy to je tak strašně strašné ty dialogy kdo jsi zilie jak ses sem dostala nevím kde to jsme také to nevím ty jsi nikdy neviděl ženu ne nikdy takže ses ani nelíbal ne co to je polibek takže ty ses už líbala ano s kým s tebou když jsi spal wtf čeští herci jsou třešnička na dortu prostě až budete ve ráno zhulení a opilí a budete se chtít na něco podívat nexus je jasná volba,negative,26960
tom hanks zdomácněl v povědomí asi nejen české veřejnosti jako dokonalý ztělesnitel neschematických mužských postav které se jen nanejvýš nesnadno smiřují s okolní skutečností důvody k tomu jsou rozmanité jejich společným jmenovatelem bývá mravní étos snaha žít v souladu se svým svědomím i nejbližším okolím nevzdorovat větrným mlýnům ale také neuhýbat před ovlivnitelným a přemožitelným zlem prostředí amerických třicátých let ve filmu časově dešifruje vlastně film s mladým astairem jinak jakoby bylo statické nezařaditelné záběrem který až okatě postrádá křečovitou akčnost i způsobem rozvíjení příběhu míle připomíná ruskou kinematografii válka a mír méně už vlastním obsahem který ve vypjatých scénách nabývá až duchařského ovzduší indiana jonese nebo ještě problematičtějších mumií to však v důkladné kresbě bloku smrti poslední míle hraje nakonec podřadnou úlohu protože vlastní důraz je položen na vztahovou vazbu mezi paulem edgecombem a johnem coffeyem robustním obrem navíc černé pleti což v é době byl i na severu stále tak trochu problém byť již s notně obroušeným ostřím etičnost a slušnost v prostředí spojovaném s výkonem trestu smrti mohou dnes působit odtažitě a děsivě v režijním výkladu a řekl bych že i ve vlastním námětu jde od počátku o příběh o základních hodnotách lidství humanismu i jejich až černobíle podaného opaku o příběh vzájemných přechodů mezi bílou a černou mezi slušností hrubostí a zločinností ale také slušností dobrotou srdce obětavostí vlastně příběh o tom zda je možné hledat i nalézat jasně vymezitelné meze jejich vzájemného působení lze li v této situaci mluvit o závěru pak nemůžeme minout konstataci mluvící o tom že čestnost založená na konvenci byť musí být respektována ulpívá na povrchu právě proto že s farizejskou konvencí splývá do jednoho obtížně rozhraničitelného celku víc než myšlenka nás přitom u míle poutá velkolepý veletok děje a myšlenky na níž je založen zelená míle prokazuje hloubku vroucnost i transcedenční potenciál myšlenkového světa americké střední vrstvy není to málo v každém případě je to podstatně víc než bychom od filmu s tímto záběrem čekali nebo čekat mohli,positive,2292
musím říct že lituju každého jehož sny jsou takhle nudné a ubíjející ceciliáne máš na víc copak tohle jsou vůbec sny věc stejně šedá jako realita s tím rozdílem že vám někdo pod nosem umí ohnout silnici s tím mám problém s tím mám velký problém nemůžu přistoupit na svět kde lze ve snu porušovat fyzikální zákony ve snu přece žádné fyzikální zákony neexistují čas ve snu neběží rozhodně ne lineárně takže mi přijde nemístné aby měl někdo dojem že prožil deset dvacet třicet let než se probudí a kdyby ano docela určitě by jen tak nepřepnul zpátky do života před životem ve snu hlava by mu vybouchnula nebo by po zbytek života jen slintal a zíral do zdi dva různí lidé by jeden stejný sen vnímali jinak protože sny nejsou matrix a nefuguje to s nimi tak že se strčí trubka do hlavy a všichni se ocitnou v prvním levelu a následují šipky na podlaze takové sny nejsou ne a tady končí veškteré šance že bych tento film někdy přijala mimo to je velmi mužský postrádám nějaký ženský element a také už se ani nesnaží vypadat komplexně jen efektně a monstrózně ne můj šálek kávy,negative,254156
asi se na ten film podívám ještě jednou jestli ho vůbec budou dávat proč ne nejsem masochista ani sebevrah ale jak píše djkoma nejlepší část jsou úvodní titulky a ty jsem neviděl vlastně jsem ani neviděl konec protože si ho docela dobře dokážu představit sám pseudoekologický kecy skrze celej film mě štvaly herci taky děj ještě mnohem víc jak píše wopi jediná celkem pěkná a zábavná věc byly ty nový druhy v jeskyni jenže tím to skončilo jinak to byla totální slátanina a jen tak mimochodem když dělali průzkum jestli se vůbec oplatí postavit tu plošinu jak mohli přehlídnout tu obrovskou jeskyni plnou všech možných potvor a jednoho nasranýho pravěkýho žraloka pokud to bylo vysvětlený ve filmu omlouvám se ale po hodině hloupýho děje jsem ten film prostě přepnul na ten lacinej eroťák na markíze kde jsem se neuvěřitelně bavil inteligencí filmu kde jde jen o jedno vzrušit mladý nedospělý klučíky protože jinak to jsou taky sračky jo ještě něco viděli jste filmdeep star six přišlo mi to tomu snímku dějově strašlivě podobný,negative,131733
velmi dobré pokračování dobrý příběh a dobře zpracované jiné postavy i tak poněkud horší než první díl škoda že bruce campbell je zabit na začátku cordellova tvář je vidět víc než v prvním díle kde byla vidět jen trochu na konci,positive,6239
v jednom bodě při otáčkách všechno splyne auto je najednou bez váhy prostě zmizí a zbyde jen tělo procházející časem a prostorem tisíc otáček za minutu tam ses dostal a ptáš se na otázku na jedinou na který záleží kdo jsi perfektní spojení damon bale pak ten zvuk motoru lesk aut a atmosféra tý doby závodů do toho ten příběh o kenu milesovi jestli dokážete vítězoslavně máchat pěstí do prázdna a pak dát prostor emocím vítězným je to film pro vás navíc tohle duo má v sobě asi víc chemie než pitt caprio navíc to není jen o auťácích ale taky o přátelství několik důvodů proč má smysl film vidět chtěl bych láskyplně vopíchat auto zapomeň na vejfuk debile chcu vidět jak v vojebali batmana v le mans thx za titule parzival příběh humor akce napětí,positive,332773
naprosto zbytečnej film o jednom koktajícim aristovepřovi kterej se po hodinách prokoktá k závěrečný řeči nechápu kde tahle píčovina nabrala tak vysoký hodnocení to už mi připadaj zábavnější novoroční projevy gustava husáka než poslouchat anglickýho krále ze kterýho to leze jak z chlupatý deky jinak podobný téma nabízí i jeden z dílů ženy pod pultem příběh zeleninové jiřinky a nutno dodat že je to mnohem větší zábava,negative,269587
nájemný vrah opět tak trochu jinak uhlazený střízlivý profesionál téměř bez emocí který narazí na malou holku a spolu s ní i na svou schopnost cítit leon je velmi odvážný film a to nejen proto že kašle na morálku když nás nutí fandit zabijákovi aby předal své řemeslo nevinné dvanáctileté holčičce ale je odvážný především proto že se nebojí na tuto dívenku pohlížet i jako na sex symbol ona nevidí v leonovi svého otce a učitele ale milence a kdo jsme my abychom je soudili film nikdy nenaznačí že je na protagonistech něco špatně něco co nemůže nebo by nemělo uspět a to samo o sobě je dosti neobyčejné a odvážné nicméně ani přesto netvrdím že leon je jeden z nejlepších filmů všech dob má však jednoho z nejlepších záporáků všech dob gary oldman je zde naprosto fantastický everyone,positive,773
hodně nepovedený film o únosu letadla jedna hvězda za kristannu lokenovou jiné pozitivum jsem nenašel,negative,89504
v tom asylumu jsou fakt blázni ze začátku jsem se i celkem bavil ale od půlky je to toálně zmatený obrazovka je skoro stále tmavá a neni tam nic vidět šílený d,negative,279546
ultimátní kýč vzbuzující ve mně touhu upéct na grilu všechna ta mluvící zvířátka která tu tak nadšeně skotačí animace je fajn hudba od zimmera taky ale zbytek mi způsobuje jen akutní bolest hlavy dodívat jsem se na to musel natřikrát skutečně netuším proč právě tento film si získal mezi disneyovkami největší věhlas jistě disneyovky odporným humusem v průměru opravdu bývají ale přesto je jich mnoho výrazně lepších než lví král snad za to může ta archeotypální premisa a celkově super pozitivní nálada kterou se film primitivně snaží vzbudit snad dětská primitivnost a podbízivost jistě za to ale nemůže příběh s dramatickým obloukem ohlodaným až na kost či charaktery postav které jsou až na hlavního hrdinu ploché jak prkno a i ona hlavní postava je komplexností zhruba na úrovni dětského slabikáře bil jsem hlavou do stolu s každou další slizkou písničkou kterých tu s muzikálovou rozverností vyskakuje vskutku požehnaně tak ještě štěstí že film není příliš dlouhý,negative,6741
shlédnutí tohoto filmu bylo náročnější spousta krve mrtvol hrubá slova bez děje no prostě šok těšila jsem se až bude konec,negative,12016
úplně úplně pitomý a neuvěřitelně blbě natočený ale v zásadě přece jen lepší než třeba zoufalé ženy dělají zoufalé věci nebo padesát odstínů čehokoli,negative,600922
klasický western zažíval zlatou éru ve a letech minulého století a tento film lze považovat za jeden z jeho vrcholů vyskytují se v něm všechny nezbytné žánrové rekvizity a prvky od svých žánrových předchůdců se liší technickými vylepšeními zvukem barvou a formátem dále silným hereckým obsazením a precizností zpracování lahůdka pro ctitele žánru námět není původní je to remake sedmi samurajů od akiry kurosawy klasický western mi jako forma přijde příliš zastaralý s reálnou historií osidlování amerického kontinentu ostatně neměl nikdy moc společného a dále mi trochu vadí typizované postavy obvyklého westernového schématu ale proč se na chvilku neobdivovat všem těm naivním westernovým prvkům jako je bleskurychlé tasení koltů rychlopalná střelba bez nabíjení či netenčící se zásoba odpravených lotrů údajně čtyřicetičlenné bandy pokud je podaná v tak řemeslně vybroušené formě v paměti zůstane i kvalitní hudba celkový dojem,positive,18780
tak k filmu se toho říct moc nedá jen že nemá úroveň a je to největší blbost kterou jsem v poslední době viděl nevím jestli si režisér myslel že se tento film chytne nebo co vlastně zasmál jsem se akorát na začátku když vlezly do letadla ale jinak spíš nuda nuda nuda trapné víc jak jednu hvězdičku si rozhodně nezaslouží,negative,223872
šesti figurkami s abecedou mě velmi nadchl zde můj entusiasmus zakopal šest stop pod zem je poznat že se lynch asi velmi nudil když vytvořil něco tak nudného a nikterak šokujícího jak správně podotkl dan k tento nápad šel zpracovat mnohem lépe,negative,6246
tohle je teda zatraceně podivný ale zatraceně dobrý lynch je prostě machr od první věci co natočil a tento kraťoučký snímeček to jen potvrzuje tohle je přesně to co mám rád,positive,6245
challenge číslo round top popular movie hráč číslo j a s m na tenhle kultovní kousek v žánru drama oceněný oscary a roky pověstí jsem byl zvědavý už dlouho a i když jsem z toho nakonec nepadal ze židle pořád jde o příjemný feel good film který si člověk nechá klidně doznít v hlavě ještě pár minut po filmu co tenhle film drží nad vodou ba přímo ho katapultuje do síně slávy je herecké duo cruise a hoffman oba podávají silné působivé výkony cruise jako arogantní sebestředný byznysmen a hoffman jako autistický génius a teď ta bolestivá část kvůli které jsem málem vyhodil televizi z okna hoffman a jeho postava chápu že byl autista ale to nekonečné opakování slov a ty ustavičné monology při kterých na něj cruise řval vážně moje bubínky si vyžádaly brufenovou záchranu byl to pro mě takový decibelový rušivý element až jsem měl pocit že se dívám spíš na zkoušku trpělivosti naštěstí když zrovna nepronášel rain man po padesáté byla to hezká podívaná příběh je sice jednoduchý jako facka a nepřináší žádné epické zvraty ale jako road movie o nečekaném bratrském sblížení funguje překvapivě skvěle ten jemný emocionální nádech kdy si ti dva k sobě hledají cestu je fakt povedený nejlepší je sledovat cruisovu proměnu z chladného sobce na chlapa který si svého svérázného bratra oblíbí je to sice klišé o proměně srdce ale funguje to můj osobní highlight byla scéna v kasinu to bylo super ale ruku na srdce filmu by prospělo něco navíc nějaká šťavnatější přidaná hodnota třeba trocha vtipu nebo výraznějších nápadů mimo křečovité cruiseovy výbuchy nebo moment který by se vryl do paměti jako hřebík do prkna a ne jen jako hezká vzpomínka i když cílovka nejsem bavil jsem se znovu si to ale nepustím a co se týče režiséra barryho levinsona sleepers u mě pořád vedou na plné čáře a považuji je za jeho nejlepší dílo skvělé herecké výkony milý film který dokáže potěšit ale místy je to spíš zkouška sluchu a tolerančního limitu,positive,5954
v jednoduchosti je síla to není nic nového jen málo vyvolených režisérů však dokáže jednoduchost aplikovat tak geniálně jako george roy hill asi to bude tím že dokáže do svých filmů přenést tolik pohody a nadšení a není v tom nic podvodného kdyby na to přišlo tak bych se takhle fórově nechal podrážet třeba do soudného dne,positive,15046
arnold jako hvězda už nemohl být zloduch svůj zarputilý výraz však neztrácí ani coby hodný pomocník záporáka ovšem skvěle vystihl svým chladným pohledem robert patrick na svou dobu převratné triky největší kouzla předvádí t ty ovšem sami o sobě skvělý akční film nedělají ten je dílem mistra režiséra který dokáže dodat akčním scénám napětí a tempo triky a hodně výbušnin jsou mu jen dobrými pomocníky nesmírně působivé jsou sářiny vize konce světa,positive,1248
nie nie david dokáže robiť ove a lepšie veci a hlavne také z ktorých nemám pocit že vznikli zbytočne ako spomína aj on sám reakcia na jeho nápady k tomuto projektu bola to je dvojité klišé v jednom mne sa zdá že až trojité,negative,6248
to bylo něco d taková bejkovina až z toho nemůžu pokud se někdo rozhodne natočit sequel tak ať se vynasnaží a udělá z toho poctu předchozímu dílu ne jako tenhle kousek který svému předchůdci dělá akorát ostudu film jsem probrečel nad památkou z roku ale i za hlasitého smíchu z cgi triků za mně z příjemně stráveného večera při filmu hvězdičky,negative,341860
tak já nevím no po novém zhlédnutí po letech v telce a příšerným českým dabingu k tomu mě už tenhle film tak nebral jako dřív podle mě už jednak hodně zastaral ó ano ve své době to musela být vážně pecka ale současnému otrlému divákovi uvyklému brutalitě moderních thrillerů se tenhle film zákonitě musí jevit jen jako slabý čajíček a jednak mi přijde prostě jako přeceňovaný né že by to byl špatný film o tom žádná ale nejlepší film všech dob v době psaní mého komentáře to jako vážně ani omylem já na to mlčení jehňátek bylo podle mě cool do doby než přišel fincher a natočil sedm ty filmy nesnesou téměř srovnání protože jsou oba úplně někde jinde a na tom starším z nich je dnes nejzajímavější možnost vidět jak vypadal vrchol žánru na počátku s mimochodem když mluvím o žánru mám na mysli pochopitelně thriller mlčení jehňátek není horor ani náhodou a příšerně mě vytáčí když se to v souvislosti s tímhle filmem omílá pořád do zblbnutí že je to jedinej horor kterej kdy dostal oscara bla bla dal si kurva někdy někdo kdo šíří tyhle žvásty tu práci si ten biják vůbec pustit ostatně stejná otázka se dere na rty vidím li jak všichni uchcávaj nadšením z jodie foster ta holka je podle mě totálně mimo což je další věc za kterou bych si stál kdyby na to příšlo sečteno a podtrženo pár momentů velice ucházejících ale celkově to nevidím na víc než hvězdy,positive,2356
dokonalé vykreslení atmosféry a vynikající františek smolík jenom mi chybí mezi obsazením v hlavičce filmu,positive,5342
bohužel asi nejslabší lynchův film což mě v případě zfilmování dune obzvlášt mrzí problém bych neměl ani s pomalejším vyprávěním příběhu písečné planety ani s originálním vizuálním zpracováním hlavně kompozice obrazu v neakčních scénách akce je totiž hlavní kámen úrazu je jí málo a chybí jí dynamika i věrohodnost je prostě znát že to není lynchova parketa což v kombinaci s pomalým tempem a místy až depresivním pojetím působí únavně a nudně lynchovsky divné zpracování je natolik vzdálené od mainstreamu až je to vlastně na škodu a film je spíš jen lahůdkou pro skalní fandy,negative,6250
no to zas byla zhovadilost evana v podani ashtona se presne jak zde jinde uvedla mi nu chai chova naprosto nelogicky a misty i naprosto hovadsky napr scena z vezeni kdy ashton chtel zafoukat na trumpetu dvema silnejsim spoluveznum naprosto zbytecna scena s jasnym vyustenim ktera ovsem nema opodstatneni dana situace sla v danem universu resit naprosto jinak o ostatnich hercich se toho moc rict neda sekunduji hezounkovi s omezenym hereckym rozsahem rozumej ashton co jim sili staci parkrat jsem se ale i zasmal ovsem pouze nad scenaristickymi premety proste nutno brat tento film jako vychovne zdvizeny prst pro americka ditka rikajici bacha na to jak prozijes dnesek muze to ovlivnit cely tvuj zbyvajici zivot,negative,45608
svým vyloženě provokativním závěrem lynch jasně dává najevo že nechce nic vysvětlit chce zanechat diváka v nepochopení a snad ho i přimět aby mu darkened room zůstal chvíli trčet v hlavě bohužel na to není dostatečně silný úvodní přepínání na vyprávění korejské ženy je vyloženě rušivé a atmosféru nabourávající zbytek je klasicky lehce rozrušivý což je klad ale prožitek už vybudovat nestačí je to jaksi nijaké takže tentokrát výjimečně ne pane lynchi,negative,6249
jedinečný a po všech stránkách dokonalý tom hulce od tohoto filmu když slyším jméno mozart tak se mi poprvé vybaví on jako by skutečně on byl tím slavným mozartem který napsal spoustu oněch úžasných skladeb ostatně celý film je tak dokonale zpracován že mi připadá spíše jako dobový dokument popisující mozartův život a dílo silně na mě zapůsobil i f murray abraham v roli salieriho ale přece jen mě více zaujal hulce jeden z nejlepších filmů všech dob,positive,2971
tak tohle byl fakt šit čekal jsem kravinu protože už nevěřím že se objevý nějaký lepší žraločí snímek ale tohle bylo i na mě moc v tomhle filmu hrajou herci kteří byly vybrání asi v pornech jo jsou tu pěkný holky už na začátku ale ten dialog byl neuvěřitelnej sice to bylo klišé jako pojď si zaplavat ale takovým způsobem jakým to řekly proboha co po mě chcete všechno tu je špatné od efektů po příběh,negative,310843
dal bych odpad ale když on ten zmenšující a zvětšující se tyranosaurus byl tak roztomilý že to prostě nejde,negative,240892
čerti jsou pekelníci až druhého stupně prvního je tady petr který si z nich dělá žerty a to je asi jedinej,positive,821
tak paris hilton je opravdu p ča ten film je debilní sračk ale je spousta mnohem horších a hlavně je tam simon rex,negative,189983
první část přibližně hodinová balancuje na hraně mezi žádoucím seznamováním s postavami a souvislostmi a bojem proti absolutní zdánlivě nikam nevedoucí nudě druhá polovina už je pak špičkovou interpretací příznaků schizofrenie okořeněná libovou atmosférou v podání toho kdo paranoidní napětí po lynchovi umí snad nejlépe romana polanskiho ten udělal dobře že do hlavní role obsadil sám sebe protože jeho herectví i zjev společně s ostatním geniálně složeným castingem unikátním pojetím polanskiho záběrování a gradací stupňovaného stihomamu dělá z the tenant až hororově laděnou podívanou jejíž druhá polovina rozhodně patří k tomu lepšímu čeho byl postklasický hollywood svědkem nikoli však k tomu nejlepšímu vzhledem k první polovině jejíž podcenění možná zkazilo velkou šanci na pořádný pětihvězdičkový biják,positive,7350
tak tohle je opravdu silný snímek jack nicholson podává excelentní výkon ale nesmím opomenout ostatní herce kteří byli taky vynikající opravdu nevídané herecké výkony ani se mi nechce věřit že to byli všichni herci a nebyli mezi nimi nějací opravdový pacienti a co se týče sestry mildred tak ta je přímo odporná ani se nedivím randelovi že tu čubku chtěl uškrtit škoda že to nestihl dokončit a já mu tak fandil takže co víc dodat nekompromisně jedno z nejlepších dramat co kdy bylo natočeno díky miloši za ten mistrovský kousek,positive,2982
všechno co jsem chtěl vyjádřit napsali už jiní nicméně nesouhlasím s názory že je tom cruise průměrný veskrze mám asi na tohoto herce docela jiný názor než spousta ostatních zdejších uživatelů no prostě si myslím že tom má taky štěstí že nezůstal u takových filmů jako je třeba top gun,positive,5954
tento politicky korektní film mě naprosto minul možná to bylo tim že jsem u toho doma v obýváku přestrojoval komplet celý dveře od peugeota ky což je tak kurevská práce že bych snad radši nějaký snobský krávě uklízel barák a vařil jídlo takže jsem nějak ty služky ani nelitoval já teda beru že bejt negr pardon afroameričan v letech na jihu usa asi nebyla žádná procházka růžovym sadem nicméně tohle byla akorát hloupá agitka o černobílym světě tady se překladatel tentokrát nechtěně trefil s totálně černobílejma postavama kde černoška hodná sympatická moudrá prostě samý klady a proti tomu běloška zlá hysterická slepice a totální píča mimochodem v tom filmu byly v podstatě jenom ženský postavy což působilo taky poněkud divně nějak jsem myslel že v letech všechno řídili muži a ženský jen poslušně přitakávaly ale tady to vypadalo jak nějakej feministkoland a tak člověk sleduje jak ty hodný černošky musej posluhovat těm zlejm běloškám a jak je tim pošlapávána jejich důstojnost a to v podstatě trvá celejch minut aniž by to dospělo do nějakýho rozuzlení hvězdu dávám akorát za to že se celkem povedla ta stylizace let jinak jsem moc nepochopil proč někomu vadí když černoška použije jeho hajzl ale na druhou stranu mu nevadí že se mu hrabe v jídle,negative,277770
u tohohle filmu vážně nevím ona je to úplně šílená kravina díky tomu to ale funguje skvěle jako nechtěná komedie ale je to až tak blbé až se nechce věřit tomu že je nechtěná ne tohle nemohl nikdo myslet vážně absurdních pět hvězdiček nedávám nikdy tak to nechám na opačné straně spektra,negative,239161
zase další horor který není dobře zpracovaný chápu všechny ty odpady ale mě ten film zase až tak neotravoval že bych tomu musel dát odpad jsou tu přiblbý lekačky lekají se navzájem jen herci nikoliv diváci zpracování duchů příšerný a jejich vůdce bezcharakterní,negative,221083
legendární hudba dokonalá westernovská atmosféra skvělý příběh a nádherná claudia cardinale možná to není perfektní snímek ale má zvláštní osobité kouzlo,positive,5911
úžasný herecký výkony toma hankse a michaela clarkea duncana kteří z originálního nápadu udělali naprosto fascinující tříhodinové dílo které snad nemá ani chybu frank darabont zůstal jen o něco málo pozdu za svým nejlepším filmem také z vězeňského prostředí vykoupení z věznice shawshank,positive,2292
zestárlo to a hodně nevím který dětský divák by si teď takové dobrodružství užil tak moc jako v době vzniku navíc je to víc poetické než dětské a dětské postavy tu většinou různě jsou rozdělené na dva kmeny a sem tam se mezi sebou poperou a to je skoro všechno co se mezi nimi děje a pak je tu ještě zvláštní kluk kterému se posmívají za to že přehnaně pečuje o svůj vzhled to je zajímavý detail snad jen k výzkumu krškovy homosexuality nicméně se mi ten film líbil jeho poetika mě oslovila a i to naivní byť uvěřitelně podané dětské dobrodružství jsem si dokázal užít je to ale hlavně kvůli tomu že základním kamenem celého filmu podle mě je nostalgie která tu má dvojí podobu ta první ve filmu skrytě primární je dětská která se děje teď a tady ale je nostalgicky vyprávěná nejspíš proto že to tak krška a slavíček cítili vzpomínky na vlastní dětství fascinace poetikou řeky břehů okolo ní dobový písek všechno je tam cítit snad víc než vztahy a konflikty mezi dětmi avšak jsou takto zabarvené scény plnohodnotnou součástí jejich dějových linií druhou nostalgií pak je přímá i ve fikčním světě a to skrze postavu staré paní v záhadném domě která by ráda věděla co se stalo s jejím synem který jednoho dne utekl je to vyloženě vedlejší dějová linie byť zpočátku působí nejzajímavěji skrze prvek záhady která po odhalení není tajemná jen melancholická ale zároveň přímo v ní přijde nejsilnější scéna celého filmu kdy spoiler se povede domluvit s místním inženýrem aby hrál muže který se s jejím synem viděl což probíhá dobře avšak totem který sehnal a posílá právě oné ženě jakože od jejího syna je ukradenou součástí sošky schované ve skříňce kterou při vstupu do domu ukradla nepřátelskou parta dětí když si to stará paní uvědomí zahraje teskně na piano je v tom hodně emocí jelikož to všechno byl jen milosrdný podfuk zároveň je to její poslední scéna kde onu paní vidíme tudíž její hra na klavír je něčím mezi bolestným smířením s realitou a drobným potěšením z toho že jí chtěl někdo udělat radost konec spoileru právě tohle mě na celém filmu fascinovalo nejvíc včetně toho jak se pracovalo s dynamikou dvou druhů nostlagií napříč celým filmem a jsem za to rád jelikož s krškovými filmy to mám dost různorodé a někdy mě sice při sledování zaujmou ale časem ze mě úplně vyprchají tady se o to bát nemusím ačkoli těžko říct jestli je to víc film kršky nebo slavíčka z kršky je zde veškerá poetika ze slavíčka aspoň mi to tak přijde práce s dětskými herci a jejich vztahy protože podobně si počínal i v mnou nedávno viděnémkonci strašidel které ale muselo být silně ideologicky zabarvené aby vůbec vzniklo základ dobrodružství dětských radovánek je zde ale stejný sice mi jedna složka přišla dominantnější než druhá ale nakonec nedokážu přesně určit na kom a od koho to stojí víc slabé,positive,5366
geniální perfektně napsaná a zahraná klasika mnoho vět a hlášek zlidovělo inteligentní humor nedá mi to abych se tady nevyjádřil k našemu všeználkovi slavnému a respektovanému klimatologovi na hradě který opravdu ale opravdu tento film nepochopil je s podivem že tento vrtošivý stařík jedoucí vždy na vlně českého maloměšťáckého populismu se nepřipojil k většině kterým se tento film líbí viz top žebříček ale co čekat od turisty jež si při pochodu praha prčice neměl tam zůstat nevšiml zničené přírody,positive,5992
tak tohle pokračování už je jiná káva a pěkně hořká chobotnice vypadala tragicky navíc tvůrci použili několikrát ty samé záběry už vím od koho to odkoukalo asylum herecké výkony stejně jako kvalita scénáře jsou podprůměrné a navíc jsem se u toho nehorázně nudil,negative,150282
jemně vykreslený a přitom báječně zahraný vztah mezi renem a portmanovou nemá chybu besson ve svém prvním hollywoodském filmu zůstal svůj a leon si tak zachoval francouzský esprit nezapomenutelná je kreace garyho oldmana coby psychopatického gaunera a milovníka klasiky eric serra se rovněž překonal a stvořil půvabný soundtrack v elementu na to zase zapomněl,positive,773
tak toto je omyl film jsem dostal od dědy ve stejný den co vyšla transformers já byl šťastnej já byl natěšenej ale coto všichni říkali jak je to lepší jak jednička asi jsem divnej nebo ne než jsem se dopátral k tomu že tohle je nějaká filipínská kokotina néééé to dvd jsem někam pohodil a pohozené tam i zůstane,negative,248178
