text,stars,sentiment,film_id
"Z filmárskej stránky sa jedná o nevšedný klenot, okorenený Moriconovskou hudbou. Námet mi však vôbec neprišiel vhodný ako predmet pre vtipkovanie, a samoúčelné násilie ako odpoveď na fašistickú problematiku. Možno som sa na to pozeral zo zlej stránky, ale s vnútorným vnímaním sa asi nič nezmení ani po daľšej projekcii, a to napriek tomu, že mám tiež averziu k nacistom. Najviac mi však na dojmu ubrala prostoduchosť panchartov.",3,neutral,117077
"Tarantinova režie opět fenomenální, plná famózních scén a skvělých režijních nápadů. Bohužel prostředí druhé světové války některým typicky ulítlým prvkům a celkovému feelingu jaksi nesvědčí. Nadprůměrná filmařina zejména díky hereckým výkonům. Dějově však poměrně nezkousnutelná věc.",3,neutral,117077
"Rozleželo se mi to v hlavě a těžko potlačuju zklamání. Sice nádherná podívaná, překrásná animace, jakou jsem v životě neviděl, ale během těch dvou hodin jsem se chvílemi těžce nudil. Děj mě zkrátka moc nevzal.",3,neutral,42136
"Já na to anime asi fakt nejsem. Tenhle druhý film od Mijazakiho, co jsem viděl, mě bavil ještě míň, než Princezna Mononoke. Snažím se chápat jiné kultury, ale tenhle bizarní mišmaš mě fakt extrémně uspával.",3,neutral,42136
":::::::::::::::::::::::::::: Krásná pohádka, ale nezaujala mne až tak jako novější Zámek v oblacích, který se mi líbil mnohem více. Tady jsem se často nudil.    :::::::::::::::::::::::::::::::",3,neutral,42136
"Chyba bude nejspíš ve mně, ale místy jsem se i nudil a nechápal veškerý ten poprask ohledně kvalit tohohle filmu. Pěkné to bylo, ale přijde mi to trošku přeceňované. Tolik zmiňovanou originalitu jsem postrádal. Taková Princezna Mononoke, to byl jiný zážitek!",3,neutral,42136
"Velice nápadité, roztomilé, kreativní, dobře ohudebněné, tento film skutečně působí jako ""cesta do fantazie"" a ráj pro pohádkové duše... Na mě však příliš sladké, rozvláčněné, dokonce až nudné. Nebylo to utrpení, ale nijak extrémně jsem si to neužil, moje cynické srdce zůstalo více méně emocionálně nedotčené, a vůbec proč si to nepřiznat, tyhle anime pohádky mě prostě moc nebabí (bez překlepu).5/10",3,neutral,42136
"Šest stanic k Zenibě ve vlaku, zpátky se proletím na Haku.. Na detaily dbající animace malých nosánků, líbivá hudba a metafora přechodu z dětství do dospělosti či japonských sociálních problémů. Parní stroj Miyazakiho fantazie jede na plné obrátky - o to větší škoda, že prostřednictvím příběhu nedokáže dostat do plného výkonu i ten divákův, nicméně samý závěr ""návratu"" byl zpracován s citem a odpovídající naléhavostí. Permanentku do extraordinárních koupelí Yubaby si však kupovat nehodlám. Ta baba má totiž na můj vkus moc odtažené žaluzie a co je horší, vůně jejich vonných tyčinek zdá se mi příliš nasládlá..",3,neutral,42136
"Je to celkom dobrý animovaný dobrodružný fantasy film od Hayao Miyazakiho. Má pomerne dobrý príbeh o dievčati, ktoré počas jazdy so svojimi rodičmi zabočí na vedľajšiu lesnú cestu, kde nachádzajú tajomný tunel a po jeho prekročení sa dostávajú do opusteného lunaparku. Tu dievča cíti, že nie je všetko v poriadku, ale rodičia ju neposlúchajú a ochutnajú tu aj navarené jedlá, kvôli čomu sa zmenia na prasatá. A tak si dievča uvedomuje, že sa stala súčasťou tajomného sveta mimo našej reality, spriateľuje sa s miestnym mladíkom a urobí všetko preto, aby sa odtiaľto dostala a zachránila rodičov. Spracovanie je celkom slušné, síce ešte z úplného úvodu som nemal  najlepšie pocity a pár prvkov, ako napríklad rodičia premenení na prasatá ma teda skôr sklamali, ale keď sa už dej presunie do sveta mimo našej reality, čo je ale našťastie už po chvíli, získalo si ma to. Celý tento fantasy svet je perfektne zvládnutý po všetkých stránkach, je to tak nápadité, každú chvíľu prekvapí niečo nové a navyše to pôsobí tak detsky hravo, ale pritom aj skoro až tak depresívne, kvôli čomu som hlavnej hrdinke skutočne fandil, aby sa z toho dostala. Ale v druhej polovici to už predsa len trochu upadne, fantasy svet už je dostatočne predstavený, takže intenzita nových nápadov je už omnoho slabšia, rovnako film získa nejaké tie podzápletky, ktoré ma ale moc nezaujímali, no stále je to dostatočná zábava a pozerá sa na to celkom dobre. Veľkým plusom sú rozhodne postavy, hlavná hrdinka mi prišla úplne ideálna, no ani zďaleka na to nie je sama, skvelá ježibaba, hlavný duch, mnohoruký starček a omnoho iných, tu ma bavili snáď úplne všetci. A samozrejme nesklame ani animácia, tá je veľmi pekná, získala si ma aj celková atmosféra a samozrejme vzhľad všetkých tvorov. Síce Cesta do fantázie je považovaná za jeden z najlepších anime filmov vôbec, u mňa sa tak nestalo a mnoho z nich mám podstatne radšej, ale aj tento film má niečo do seba a páčilo sa mi to. A keby bol celý film, ako tá nápaditá prvá polovica, hodnotil by som aj lepšie.67%",3,neutral,42136
"Tohle jsem viděla asi ve 12 a jaksi jsem to... nepochopila. Možná bych to dnes vnímala jinak, protože řada lidí, jejichž vkusu si vážím a podobá se tomu mému, ten film vyzdvihuje do nebes. No, možná se v budoucnu na Cestu do fantazie podívám ještě jednou.",3,neutral,42136
"Zajímavé i když občas trochu depresivní a pocitově působící jako bezvýchodné dílo plné zoufalství. Pouštět znovu už nehodlám, ale rozhodně shlédnutí nelituji.",3,neutral,42136
"Velké očekávání plodí velká zklamání, chtělo by se v mém případě napsat. Totiž, k tomuto filmu bych se nedostal, kdyby zde nebyl na 104. místě a na IMDb na 56. místě! Navíc, tohle byl můj první celovečerní japonský animák, takže jsem ani neměl s čím srovnávat, což je další plus pro tento film. Vše se prostě jevilo ideálně, jenže tento snímek (anebo celkově japonská produkce) není můj šálek kakaa. Jo, animace byla krásná, sem tam jsem se i pobavil nebo žasl, ale po většinu času jsem se opravdu těžce nudil. Je mi líto, aleCesta do fantaziemi nějak nesedla a proto dávám průměrné hodnocení. A to jen za posledních deset minut, kdy se to začalo výrazně zlepšovat.",3,neutral,42136
"Příznivci ťamanských manga bajek nechť se na mne nezlobí (anebo jo, mně je to u análního otvoru), ale jejich nadšení ve mně vzbuzuje nedůvěru v jejich příčetnost. Fakt se vám tolik líbí animace postav s nosánky velikosti průměrného beďara a očima jak mlýnská kola? Opravdu vás nesrala ukvílená holčička a její dementně se chovající rodičové? Neiritovala vás nesrozumitelnost symbolů a motivů, nepochopitelnost jednání všech těch makabrózních postav? Já jsem teda v první polovině trpěla jak chlap s rodinnými klenoty beznadějně přiskřípnutými mezi zabouchnutými dveřmi. Postupně jsem v sobě vyhrabala trochu pochopení a tolerance, pochválit můžu grafiku prostředí a sem-tam zajímavý nápad, ale stejně si nejsem jistá, jestli třetí hvězdička není až moc pro divně jeblou pohádku, u které jsem 4x vytuhla, než jsem ji byla schopná dokoukat. 50% s očima přivřenýma tak, že bych byla zaměnitelná se spící asiatkou.",3,neutral,42136
"Tak si to můžu konečně odškrtnout, viděl jsem Cestu do fantazie, nejznámější japonské anime široko daleko. Dopadlo to tak, tak i všelijak. Sen to Chihiro no kamikakushi má své kouzlo, ale jak to tak bývá, těm největším držákům nepodlehám a jsem naprosto imunní, proto mi to přišlo přeplácané, příběh zbytečně překombinovaný, kýčovitý.  Animace na jednu stranu úžasná, na druhé strašná. Ale takhle to v asijských anime chodí. 
Chihiro mi nesedla, její hlas mi způsoboval headache třetího stupně. Ale hudba byla okouzlující a uklidňující.  Když si to shrnu, my máme Alenku v říši divů a japonci Spirited Away, jenže, Spirited Away není pro děti, ale vypadá tak. Není ani pro dospělé, ale snaží se o to.",3,neutral,42136
"Co se zpracování týče, tak parádní podívaná, příběh zajímavý a košatý, ovšem že bych z něj byl zvlášť uchvácený a toužil to vidět znovu, tak to ne.",3,neutral,42136
"Nesčetněkrát jsem vídal různé meme, gify, figurky s touto filmovou tématikou. Proto jsem doufal, že půjde o hodně dobré anime, které si zamiluji, ale je to až tak moc zvláštní, že to není úplně ono. Přesto má několik světlých momentů.",3,neutral,42136
"po celkem pozitivním dojmu z Mononoke jsem si našel Cestu do fantazie... ale ta si svou cestu do mého srdce nenašla... i když obecně moc nemusím východoasijskou animaci, tady to byl především příběh, který mě vůbec nezaujal... zbylo jen zklamání z velmi nadhodnoceného filmu.50%",3,neutral,42136
"Mňa osobne táto rozprávka nejak veľmi za srdce nechytila. Cesta do fantázie mala dosť úsekov, ktoré ma nudili. Malá Chihiro mi od začiatku nebola akosi sympatická a hlavne jej japonský dabing mi už ku koncu liezol dosť na nervy :) Možno by filmu nejak veľmi neuškodilo, keby mal o 20 minút menej. Ale aj napriek tomu si myslím, že za pozretie to stojí. Som zvedavý na Princeznú Mononoke a Castle in the Sky...",3,neutral,42136
"Klasika tzv. filmů pro pamětníky, plná laskavého prvorepublikového humoru. Součást filmového vzdělání, s výtečnými obrazovými propojovačkami a humorem verbálním, vizuálním i situačním... bohužel s naprosto nemožným koncem. Ten pořád nemůžu překousnout, a proto dávám 70%.",3,neutral,3157
"Abych byl upřímný, tenhle film mě narozdíl od o rok mladšího souputníka kromě legendárního ""štěstí mušky jenom zlaté"" zas tak moc neoslovil.",3,neutral,3157
"Na můj vkus docela nezáživný počin. Tolik povyku kvůli jednomu časopisu, to dneska by studentíci vymysleli jiné, tvrdší kafe na adresu svých učitelů. Cesta do hlubin se mi zdála o něco lepší.",3,neutral,3157
"Jako cesta za spoznáním čs. kinematografie první republiky určitě ano, jako komedie s hereckými hvězdami téže doby... no budiž, jako vzdělávací snímek o škole a vzdělání, jak ho může řada lidí vidět, NE. Že je škola základem života, jak název napovídá, asi nelze pochybovat. Ale tenhle film je zrovna ne moc šťastnou vizitkou středních škol, kde je i v takové septimě (to jest v předmaturitním ročníku) v centru učení důraz na ,,letopočty, slovíčka a pravidla"" a na jejich biflování místo logického myšlení. Chybí prostor pro samostatné myšlení, chybí vědomí mezipředmětových vztahů. Nebyla to pouze záležitost první republiky či později celého minulého režimu, ono to tak na mnohých středních školách, zejména gymnáziích funguje bohužel dodnes.,,Myslícímu člověku je z toho špatně, ale prosťáček slaví triumf,""trefně poznamenává student Benetka v světlejším momentu filmu, byť je za své názory samozřejmě potrestán. Samozřejmě ne jiný systém zobrazuje o rok mladšíCesta do hlubin študákovy duše, kterému jsem udělil plný počet, jenže tam byla myšlenka zcela odlišná a film téměř neustále bavil humorními situacemi a hlášky, zatímco moralistická ""Škola"" mě až na pár chvílek spíše nudila. Takže kladné hodnocení za Benetkův kritický sloh, případně úvodní ""Řev septimy"", po němž film alespoň možno brát jako karikaturu na středoškolské profesory. Pár scének, zejména s Ladislavem Peškem coby septimánem Čuřilem na hodině latiny, je zde vtipných a předznamenává i skvělý humor ze zmíněné Cesty do hlubin študákovy duše.55%",3,neutral,3157
"Ako som už spomenul v komentári k Cestě do hlubin študákovy duše, sú to dvojčatá. Nie siamské, ale ani rovnocenné. Škola, ktorú priviedol Martin Frič na svet o rok skôr, ako Cestu, mi pripadá dosť nedonosená. Humoru je v nej menej a je kŕčovitý, karikatúry sú nevľúdne, satira nemilosrdná. Absentuje človečina, ľudskosť, láskavý pohľad, ktoré by zjemňovala militantný pohľad na profesorský zbor. I keď v oboch filmoch nájdeme alter egá jednotlivých postáv (dokonca hrané tými istými hercami), Jindřich Plachta sa na škodu veci ešte v Škole neobjavil. Pri porovnávaní Školy a Cesty sa mi vybavuje porovnávanie Tankového praporu s Černými barony, kde som uplatnil obdobné výčitky.",3,neutral,3157
"Spousta krásných postav a postaviček - Čuřil, Krhounek, Kolísko, Lejsal, Bartoš, Kaďousek -, ale nijak závratně vtipné mi to nepřišlo. Celé takové krapet uřvané a muška jenom zlatá to všechno nezachrání... 70%",3,neutral,3157
"Omluvte prosím můj chorý smysl pro humor, ale já se až zas tak moc nebavil. Co se týče originality a vtipnosti tak o trochu horší, než Cesta do hlubin študákovy duše. Nemohu si pomoci, ale jak v takovýchto filmech nehraje český král komiků Vlasta Burian, ztrácí pro mě film ten správný komediální náboj, bohužel.",3,neutral,3157
"Predvojnová komédia z čias prvej československej republiky so zásadovými profesormi, z ktorých vyzerá jeden ako mrož a divokými študentmi. Film pre pamätníkov so skvelými hláškami a smiešnymi scénkami, ale dosť sa mi to spája s filmom Cesta do hlubin študákovy duše a po dlhej dobe to už neviem veľmi odlíšiť a podľa mňa boli skoro rovnaké. Má to svoju dynamiku, svoju historickú pečať robenia komédií zo školského prostredia, je to milé. Mňa to veľmi nebavilo, aj keď vtedajšie správanie sa dá celkom pochopiť.",3,neutral,3157
"Komedie na povrchu poloprázdná, o to nabitější ve svém druhém plánu. Přes to všechno moc mravokárné.",3,neutral,3157
"Já neříkám, že se mě to na konci nedotklo, ale opravdu ne kvůli tomu kdo má jak barevnou držku, ale proto, že jsem z toho cítil ryzí chlapský přátelství  a tady já přemýšlím jestli tvůrci, když dělají takový film myslí na nás diváky nebo na akademii. No kluci to zahráli dobře, hlavně Viggo skvělý i když na Ramiho nebo Christiana by to v mých očích nestačilo, uznávám, že výkon super. Jelikož v roce 2018 měl Denzel Washington jen Equalizer 2 a to by i na dnešní USA byla docela divoká nominačka, štěstí se opět usmálo na Mahershala a kdyby dostal plešku měl bych jich víc  (obě za vedlejší) než Matt nebo Leo a to by byla docela prdel, protože pro mě je Mahershal jen lepší průměr. Toliko předoscarový rozjímání, který bude za pár hodin jasný, já tentokrát tuto black show vynechám, ale budu držet palce filmu Vice. Zelená knížka má dobrou atmosféru, sympatický herecký výkony, ale krom výše zmíněného mě ještě trošku vadí, že se docela vleče.",3,neutral,600912
"Neskutečně prostoduchá, plochá storka, kterou před mojí čirou nenávistí, jakou jsem cítil ke kreténské rasové čalamádě The Help, zachraňuje humor a fakt, že je to tak blbý a blbější, že to nemá čím urazit. Ty témata tolerance a přijetí sebe sama valně nedávají smysl, film se jako kovaný midcult všemu jen trochu problematickému vyhýbá obloukem (nebo se na to bezradně dívá jako doktor na pracující bratry a sestry), vždycky si najde způsob, jak před tím ujet. Kdybych si chtěl hrát na Žižeka, tak jsem viděl mimoděčnou tragédii o tom, jak dva lidi napomáhají vytvářet falešnou verzi sebe sama (domněle lepší, přitom totálně vylhanou pro oko toho, kdo se dívá). Farrellyho režie je asi stejně progresivní jako filtr, který používá jeho kameraman, ale jednu věc má bezmála geniální - obsazení. Ty dvě skopový hlavy jsou tak fajn a zrelaxovaný, že je těžký si to aspoň chvílema neužít. Většinu lidí dokážou opít smaženým kuřetem natolik, že si ani nevšimnou, jak dutej paskvil tohle zelený tentononc je. Po přečtení spalte.",3,neutral,600912
"Řidič slečny Daisy naruby. Milý, posmutnělě vtipný a nekonfliktní lidsky hřejivý snímek na vážné téma. Akorát neříkající nic, co by ostatní obdobně milé, posmutnělě vtipné a nekonfliktní lidsky hřejivé snímky již dávno neřekly s nemlich stejně milým, posmutnělě vtipným a nekonfliktním lidsky hřejivým gustem. Není to tuctové jen díky fungující dynamice ústředního dua; byť na Mortensena v ""echt italském bezmála parodickém módu"" si jeden musí značnou chvíli zvykat.",3,neutral,600912
"Příjemný pohodový film vzbuzující dobrou náladu, který se možná stane pravidelnou součástí televizních Vánoc. Zatím 3.5*.",3,neutral,600912
"Je to svým způsobem nesmírně bizarní a symptomatický úkaz. Jako film naprosto o ničem, ale co a jak a proč se snaží říct říká ledasco.",3,neutral,600912
"Nic nového nepřinášející, ale příjemná a roztomilá podívaná. Na Oscara to určitě není, za rok 2018 vznikly v USA kvalitnější filmy, ale víme, jak to je. Film neurazí, ani nepřekvapí. Možná jen potěší výkony představitelů v hlavních rolích a humorem.",3,neutral,600912
"Marně dumám, proč bych se na tenhle film měl ještě někdy podívat znovu, nebo proč ho někomu doporučit... Dobré řemeslo, děj shrnutelný jednou větou, několik málo gagů (KFC??) a zcela očekávatelný konec. Mahershala Ali je vynikající herec, ale tady nepředvádí nic výjimečného, stačí srovnat už jen s tím, jak exceluje v True Detective III.",3,neutral,600912
"„Čůrat do lesa chodí zvířata,“ reaguje černošský pianista na pobídku bílého šoféra, který se s ním kvůli potřebě jít na malou vrací desítky minut do hotelu. Vážený umělec, kterého o přestávce všichni plácají po ramenou, totiž na běžnou toaletu nesmí. Je mu nabídnuta dřevěná bouda „támhle za tou borovicí“. Jsme v šedesátých letech a Viggo Mortensen (po kouzelném dramatu Tohle je náš svět opět výtečný) doprovází svého dočasného černošského šéfa na turné po americkém Jihu. V ruce má přitom takzvanou Green Book, která seznamuje Afroameričany s několika pravidly, protože okolo je stále plno rasismu a nenávisti. Bývalý vyhazovač, rekordman v počtu snězených hot-dogů a užvaněný newyorský Ital je vedle distingovaného jazzového klavíristy pochopitelně trochu vidlák, takže se dá očekávat řada milých momentů. Ano i ne. Protirasistická road movie je totiž skrz naskrz průhledná a postupně si odškrtává všechny očekávatelné položky, až se všichni společně obejmou na Štědrý večer. Horkokrevný řidič samozřejmě v lecčems zkrotne, prokáže svou mazanost a dobrosrdečnost, uznávaný umělec zase upustí krapet ze svých pevných zásad. A společně hoši vypustí několik těch „pravých životních mouder“. Malý, nenápadný a skvěle zahraný. Vždy se mezi těmi „velkými“ filmy v oscarové sezoně objeví nějaká milá nezávislá vlaštovka, která potěší umělečtěji zaměřené publikum. Příjemně ubíhající kousek o nečekaném přátelství a rozdílném vnímání hodnot nicméně těžká témata jen olizuje: ať už je to samotný rasismus nebo naznačená umělcova sexuální orientace. Autor taškařic Něco na té Mary je nebo Blbý a blbější si zřejmě hodlal splnit sen a zkusil něco vážnějšího, místy příjemně těší diváky zdánlivě nenápadnými gesty a několika úsměvnými momenty, ale jinak opravdu není nějak zajímavý nebo dějově hutný. Oslavovaný Mahershala Ali mě úplně nestrhl. A omlouvám se, ale mnohé „překážky“ opravdu působí až uměle. Stejně jako těch 85 procent tady!!",3,neutral,600912
"Buď víc srandy nebo víc napětí. Zatímco u Nedotknutelní nebo Řidič slečny Daisy je běloch, ten který vzdělává a nespoutaný živel je černoch, tady máme kultivovaného černocha a křupana italoameričana. Základní nastavení je dobré, ale zpracování je odfláknuté.",3,neutral,600912
"Zelená kniha je super, to musíš vidět říkali přátelé. Vůbec netuše o čem je jsem ji dnes z čista jasna dal. Ano, natočené je to krásně. Je to vlastně roadmovie (a ty já rád) o cestě z New Yorku na rasistický jih šedesátých let (ta já také rád ta léta šedesátá) v nádherném Cadillacu DeVille 1962 s parádním dobovým  soundtrackem. Vigga zbožňuji a Aliho už jsem ve filmech také párkrá tviděl a zde  také hrál dobře. Ale film mně nezaujal. Když jsem viděl Smažená zelená rajčata, byl jsem nadšen. U Řidiče slečny Daisy a z dalších protirasistických filmů jsem měl radost, že se o tomhle tématu stále točí filmy. Když ve Volání svobody zemřel Steve Biko byl jsem zhrozen, podobně tak v Amistadu když byla lidská ,,zátěž'' v podobě otroků nemilosrdně shozena v řetězech z paluby lodi.... Vždy jsem odsuzoval bezpráví a nikdy mi nevadila jinak zbarvená pleť a nesoudil jsem člověka jen podle ní. Jenže. Poslední dobou je ve filmech přečernochováno. Klidně mi říkejte běloch, taky mne to neuráží, takže si dovolím užívat slovo černoch. Není filmu aby jeden z hrdinů neměl tmavší pleť. Ideálně je tam v nějakém tom teamu zastoupen běloch, černoch, asiat. Prostě každý tam má svého zástupce co kdyby. Samozřejmě tenhle film je o skutečném přátelství, o skutečných lidech z doby kdy to Afroameričané ve Státech a obzvláště na jihu měli těžké a to řada z nich bok po boku s bílými krvácela na bojištích druhé světové či v Koree. Já tenhle film vidím jako kalkul. Teď je po těchto ,,hřejivých'' filmech, poptávka nejen v USA. Já jsem toho prostě už přecpaný. Tuhle ráno pustím ČT před sedmou, tam pořad o Africe od pana Chaloupka s černoušky. Přepnu na jinej kanál a tam kreslená pohádka o dětech, samozřejmě jedno bylo tmavší pleti...V reklamách v Tv už dnes nejsou jen bílí herci... Úplně mně dostalo info o novém Bondovi atd... Ale my nežijeme na rovníku.  Perou to do nás horem dolem, jako bychom nevěděli, že jsou na světě i lidé jiných barev pleti. Musíme si zvykat zřejmě na to co přijde. Už mně to prostě otravuje a znechucuje a začíná mně to štvát. A efekt to bude mít za chvilku opačný. Přestanu na takovéhle filmy úplně koukat a kdo ví zda se nakonec z člověka co byl v poho  touhle neustálou propagandou nevytvoří rasista. Dávám za 3 sklenky vodky jen za to řemeslné zpracování. * * *",3,neutral,600912
"Pohodová road-movie se silnými postavami (Mortensen si krade film pro sebe), přesvědčivou dobovou atmosférou a dialogy, které minimálně na jedno zhlédnutí uši rozhodně netrhají. Ale ""konflikt"", který film nabízí, je natolik nepůvodní a umělý, že to celé kvalitativně pohřbívá. Vývoj Tonyho rasistického postoje je v podstatě neviditelný a scénář je víceméně sérií zastávek ve stanicích morálních klišé a profláklých motivů (policista u cesty, ""bílá"" restaurace). Potenciál by byl a k dobru lze Farrellymu připsat, že jeho hrdinům jsem fandil, to ale bohužel nadprůměrné sociální drama neudělá. 60%",3,neutral,600912
"Jeden je biely, ten druhý čierny ako eben. Ich životné príbehy, postavenie, názory a priority sú diametrálne odlišné. Spája ich iba pracovný vzťah. Bývalý vyhadzovač Tony (Viggo Mortensen)  sprevádza ako šofér černošského klaviristu Dr. Don Shirleyho (Mahershala Ali) počas jeho turné po americkom juhu. Sú nútení spolu stráviť 8 týždňov, no spočiatku to vyzerá tak, že medzi nimi nebude fungovať jediná spoločná téma. Road trip, ktorý sa začína ako povinná nutnosť postupne skĺzava do vzájomného sa spoznávania a zvedavosti dozvedieť sa niečo o pozadí svojho spolucestujúceho. A ako to už býva, keď s niekým trávite veľa času, niečo z neho sa na vás, či už chcete alebo nie, nalepí. Žiadne stretnutia v živote nie sú náhodné a ani týchto dvoch ľudí nedal osud dokopy iba kvôli spoločnému kšeftu, ale aj preto, aby si vzájomne niečo odovzdali. Green Book je road movie, ktorá rieši závažné rasové problémy, no odľahčuje ich sympatickým humorom. Medzi Viggom a Mahershalom to funguje veľmi dobre. Réžia však s divákom v mnohých scénach zbytočne citovo manipuluje a vývin deja je v poslednej pol hodine až priveľmi predvídateľný. Na Oscarovku za mňa stále málo.",3,neutral,600912
"Príjemný antirasistický film, ktorý zbytočne netlačí na pílu, dá sa povedať, že ako jeden z mála tých amerických snímkov ukazuje rasizmus v reálnej podobe. Príbehovo to ale zároveň nie je tak silné, okrem pár vyslovene rasistických scén. V podstate nebyť Mortensena, nemá to kto a za čo potiahnuť. Na piedestál to nie je, ale inak milý film, človek odchádza s vyložene dobrým pocitom.",3,neutral,600912
"Příjemná vánoční pohádka. Tenhle typ dramedií, kdy jsou dva lidé z rozdílných společenských vrstev nuceni učit se jeden od druhého a přehodnotit své životní postoje, je zřejměvždysázkou na jistotu. Působí to celé sice dost přikrášleně a nějaké opravdové drama se za celý film nedostaví, ale zato je to veskrze pozitivní oddychovka se skvělým Viggo Mortensenem, jemuž bych tu třetí oscarovou nominaci už konečně přál proměnit.",3,neutral,600912
"Máme tu vše, co Hollywood od svých instantních filmů vyžaduje. Snímek nabízí stále oblíbené téma rasismu, rovnou s tím, že černoch je kultivovaný intelektuál a běloch nevzdělaný primitiv. Dále tu máme lásku, přátelství, reklamu na KFC (značka se pochopitelně může lišit), silný americký bourák, úhlednou krajinu a milující manželku, která toužebně očekává návrat svého muže pečujíce o dva rozkošné drobky. Chybí štěňátko. Přesto dokáže být film zábavný, nebere se příliš vážně, dokonce ani příliš nemoralizuje a vše vypráví s nadhledem.",3,neutral,600912
"Takový to hřejivý oscarový žužu, co jede na jistotu, ale hej, tentokrát jsem se prostě rád nechal zmanipulovat a užil si to. Díky fajnovejm hercům a akademický režii... takže cajk, ale nejlepší film roku určitě ne.",3,neutral,600912
"Green Book není rozhodně špatný film. Je to, řekl bych, taková sázka na jistotu. Jak zvoleným tématem rasismu, které bude v americké společnosti rezonovat ještě hodně dlouho, pak hlavními herci a také zpracováním, které je poměrně zdařilé. Bohužel to poměrně je důležité slovo, protože nic víc z toho tenhle film nevyždíme. A to je mi vážně líto, protože jsem vzhledem k ohlasům čekal buď vtipnější, nebo o trošku dramatičtější film. A to se mi tady nedostalo. Je to asi jako koncert doktora Shirleyho. Řeknete si dobrý, ale zítra už pomalu nebudete vědět, kde, s kým a co vůbec hrál.",3,neutral,600912
"Film som vnímal ako Nedotknuteľných v obrátenom garde. Nedotknuteľným som nadelil tri hviezdičky a tento film nebol ani o štipku lepší. Plný politickej korektnosti, kllišé, dialógov a scénok, ktoré presne zodpovedali ideovému zameraniu. Už viackrát som si všimol, že filmy sa odvolávajú na to, že boli nakrútené na základe skutočných udalostí a pritom boli nakrútené iba približne podľa toho, čo sa odohralo v skutočnosti. Záplava ocenení, ani tunajšie hodnotenia ma neprekvapujú. Ako Láska nebeská a Nedotknuteľní, tak aj tento film je stávkou na istotu. Len mám nepríjemný pocit z toho, že takto ošetrených príbehov bude na filmových plátnach pribúdať.",3,neutral,600912
"Báječná herecká jízda pánů Mortensena a Aliho. Kvůli nim stojí na film koukat a nakonec mu i odpustit na film ohánějící se skutečným příběhem až přílišnou šablonovitost. Překvapil i Peter Farrelly, který slušně vybalancoval hranici mezi humorem a vážnými problémy (kdo by to byl do něho řekl). Ale Oscar za nejlepší původní scénář? To tedy nevím... (70%)",3,neutral,600912
"Naštěstí jsem se rychle smířil s tím, že Paulův vývoj se bude odvíjet podle očekávatelné trajektorie - zejména když se Villeneuve na rozdíl od Lynche rozhodl následovat didaktické schéma zrodu diktátora. Proč naštěstí? Protože jsem se díky tomu záhy začal soustředit na perspektivu Chani, brzy ustavené coby postava věcná, analytická a empatická.
___ V tomto ohledu se dá DUNA II uchopit trochu jako MATRIX, kde šlo o záměr: Zdánlivě se jedná o příběh mužského hrdiny, ale ve skutečnosti je celý film vystavěn jako analytické pozorování mnohem bystřejší ženské postavy, jež se rozhoduje, zda jí ten chlap stojí za pozornost a důvěru. Chaninou antagonistkou je pak podobně nenápadně rozvíjená hlavní mrcha Jessica.
___ Příběh Chani v paralele k příběhu Jessicy je nakonec jediná soustavně rozvíjená dvoj-linie. Oproti tomu linie traktované jako centrální jsou čím dál eliptičtější, zmatečnější a náhodnější. Imperátor je neatoritativní, původní mladý padouch se stává ponižovanou vedlejší postavou, nový mladý padouch je přepálená karikatura - a čarodějnická špionáž působí v té zkratce jako z bondovské parodie. 
___ Výhoda perspektivního napojení se na Chani je i v tom, že si stejně jako ona můžeme říkat: ""Co se s Paulem sakra děje? Proč dělá, co před chvílí říkal, že dělat nebude? Hráblo mu?"" Nemluvě o tom, že slib věčné lásky pět minut předtím, než požádá o ruku jinou ženskou, je pohříchu pochybná milostná diplomacie.
___ Jediná dramaticky funkční část filmu je pro mě ta romantická, když se postupně sbližují - a vyvrcholí to cestou na červovi. Napadla mě paralela se STAR WARS III, kde šlapaly naopak ona politická rovina, hrdinova proměna i pocit zmaru z rozkladu světa. 
___ Ano, kompozice, tonalita a práce se zvukem jsou pozoruhodné, leč žádná scéna krom milostných a prvního sedlání červa (což je de facto taky milostná scéna, opět je klíčová Chanina perspektiva) mě nezasáhla: nebyl jsem stržen dramaticky ani esteticky, nezažíval vzrušení z filmařiny, z hry tvarů, světla a zvuků, z výstavby scén či z rytmu, jež třeba u Nolana zažívám běžně.
___ DUNA I odvážně reinterpretovala příběh členitého světa skrze relativně intimní, fázované drama několika postav. DUNA II je naopak překvapivě konvenční ""temný"" velkofilm o boji rebelů se systémem, jen jsou všichni svině nebo blbci. Krom Chani. A červů.",3,neutral,1098951
